pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,wd,timestamp,nh3
60.27,123.49,2.52,3.39,12.88,0.54,5.9,15.37,33.01,63.6,128.7,2024-11-25 09:30:00,7.19
61.07,85.9,2.38,3.37,12.47,0.51,5.76,20.2,33.11,63.59,136.81,2024-11-25 09:45:00,6.96
,,2.22,3.43,12.57,0.51,5.65,17.31,33.04,63.59,131.95,2024-11-25 10:00:00,6.85
,,2.21,3.36,12.67,0.51,5.57,18.44,32.79,63.59,148.99,2024-11-25 10:15:00,6.87
15.4,22.58,2.17,3.13,12.4,0.52,5.3,22.75,32.87,63.61,121.21,2024-11-25 10:30:00,6.73
,16.1,2.12,2.94,12.59,0.57,5.06,23.53,32.92,63.6,138.58,2024-11-25 10:45:00,6.41
,11.65,1.97,2.94,12.81,0.56,4.91,22.38,33.13,63.6,156.97,2024-11-25 11:00:00,6.25
,9.59,1.91,2.79,12.5,0.51,4.7,23.91,33.16,63.59,129.73,2024-11-25 11:15:00,5.92
,9.58,1.83,3.04,12.76,0.49,4.87,22.97,33.08,63.65,138.95,2024-11-25 11:30:00,5.96
,11.25,1.87,3.94,12.82,0.51,5.81,23.75,33.9,64.05,128.19,2024-11-25 11:45:00,6.28
,14.37,1.76,3.86,12.88,0.49,5.62,24.37,33.92,64.14,145.39,2024-11-25 12:00:00,5.57
,14.93,1.93,3.72,13.12,0.47,5.66,29.74,34.27,64.2,125.6,2024-11-25 12:15:00,4.26
,17.81,2.16,3.51,12.79,0.5,5.67,24.59,34.21,64.22,155.44,2024-11-25 12:30:00,3.99
,21.61,2.29,3.59,12.94,0.5,5.87,26.95,34.25,64.16,149.27,2024-11-25 12:45:00,3.95
,25.31,2.18,3.16,13.08,0.52,5.34,27.27,34.09,64.07,150.15,2024-11-25 13:00:00,4.51
,25.51,1.82,3.49,12.85,0.5,5.31,27.94,33.46,63.79,157.19,2024-11-25 13:15:00,6.37
,21.59,1.56,3.23,13.3,0.45,4.79,29.31,33.54,63.89,146.76,2024-11-25 13:30:00,6.1
,20.84,1.19,2.59,13.13,0.45,3.77,30.0,33.9,64.02,141.8,2024-11-25 13:45:00,5.78
,22.82,0.89,2.49,13.08,0.42,3.38,30.5,34.0,63.99,154.15,2024-11-25 14:00:00,5.39
,28.01,0.54,2.54,12.73,0.4,3.08,28.72,34.01,63.96,157.29,2024-11-25 14:15:00,5.2
,33.11,0.57,2.16,12.6,0.4,2.73,27.94,34.01,64.04,146.29,2024-11-25 14:30:00,5.11
,38.59,0.44,2.34,12.6,0.38,2.78,25.7,34.04,64.04,163.96,2024-11-25 14:45:00,5.14
1.75,44.44,0.44,2.46,12.57,0.35,2.89,30.11,34.16,64.02,162.2,2024-11-25 15:00:00,5.32
11.12,48.47,0.49,3.01,12.58,0.33,3.5,30.78,34.18,63.94,160.68,2024-11-25 15:15:00,6.23
18.89,51.98,0.39,3.03,12.69,0.3,3.42,27.1,34.31,64.0,170.8,2024-11-25 15:30:00,6.34
24.37,54.61,0.44,2.45,12.66,0.3,2.9,25.36,34.42,64.01,154.86,2024-11-25 15:45:00,5.83
29.34,54.4,0.53,2.04,12.55,0.29,2.57,21.62,34.5,64.01,170.78,2024-11-25 16:00:00,5.49
33.59,54.77,0.5,2.22,13.02,0.29,2.72,21.03,34.54,64.01,158.76,2024-11-25 16:15:00,5.38
36.77,56.74,0.49,2.2,12.57,0.3,2.69,16.12,34.56,63.99,159.23,2024-11-25 16:30:00,5.24
36.87,59.08,0.77,6.0,12.67,0.36,6.77,17.74,34.58,63.96,160.25,2024-11-25 16:45:00,9.84
36.9,62.43,0.68,7.44,12.6,0.38,8.12,16.9,34.59,63.94,150.15,2024-11-25 17:00:00,11.01
37.47,67.1,0.73,8.15,12.6,0.39,8.88,15.05,34.59,63.93,162.62,2024-11-25 17:15:00,11.43
39.33,71.0,0.72,7.65,12.42,0.41,8.38,14.01,34.28,63.77,165.52,2024-11-25 17:30:00,10.39
42.45,74.58,0.92,5.67,13.25,0.45,6.59,11.34,33.93,63.57,145.29,2024-11-25 17:45:00,7.58
46.92,78.73,1.12,4.36,12.8,0.51,5.48,6.22,34.04,63.63,143.82,2024-11-25 18:00:00,5.86
51.47,82.41,1.28,3.5,12.74,0.52,4.78,3.77,34.16,63.7,161.6,2024-11-25 18:15:00,4.82
53.95,84.37,1.54,2.97,12.74,0.54,4.52,3.14,34.25,63.76,145.46,2024-11-25 18:30:00,4.13
56.24,86.49,1.66,2.77,12.92,0.56,4.43,2.37,34.32,63.8,158.67,2024-11-25 18:45:00,3.76
57.58,90.97,1.75,2.65,13.18,0.54,4.41,5.14,34.37,63.83,169.71,2024-11-25 19:00:00,3.45
54.76,95.63,1.92,2.37,13.13,0.53,4.29,6.22,34.4,63.84,168.77,2024-11-25 19:15:00,3.33
50.6,97.9,2.05,2.18,13.06,0.54,4.23,4.15,34.39,63.83,171.02,2024-11-25 19:30:00,3.3
50.7,99.38,2.04,2.2,12.83,0.53,4.24,5.96,34.24,63.73,172.09,2024-11-25 19:45:00,3.78
51.07,99.51,1.91,2.34,12.83,0.53,4.25,7.25,34.13,63.69,173.89,2024-11-25 20:00:00,4.19
49.49,98.68,1.95,2.06,12.8,0.55,4.02,5.4,34.07,63.68,176.56,2024-11-25 20:15:00,4.7
49.44,98.08,1.81,2.31,12.9,0.52,4.12,5.07,34.03,63.67,176.95,2024-11-25 20:30:00,5.02
50.2,98.95,1.79,2.29,12.68,0.5,4.08,6.08,33.99,63.65,174.72,2024-11-25 20:45:00,4.99
51.97,103.69,2.0,2.19,12.57,0.53,4.19,6.51,34.11,63.69,178.69,2024-11-25 21:00:00,4.22
55.17,106.74,2.02,2.23,12.84,0.51,4.24,7.01,34.24,63.76,175.37,2024-11-25 21:15:00,3.69
57.6,107.1,2.08,2.03,13.13,0.54,4.12,3.87,34.32,63.79,169.7,2024-11-25 21:30:00,3.45
58.84,106.19,2.21,2.19,13.07,0.64,4.41,1.04,34.35,63.81,175.29,2024-11-25 21:45:00,3.46
60.23,105.55,2.15,2.25,12.95,0.57,4.41,5.49,34.21,63.73,172.87,2024-11-25 22:00:00,3.92
60.9,105.34,2.13,2.32,12.61,0.52,4.45,8.03,34.12,63.7,172.66,2024-11-25 22:15:00,4.24
62.8,104.66,2.08,2.15,12.85,0.51,4.23,8.53,34.07,63.68,169.74,2024-11-25 22:30:00,4.6
64.48,103.69,2.09,1.95,12.85,0.49,4.04,5.62,34.03,63.67,153.38,2024-11-25 22:45:00,4.88
66.48,102.59,2.02,2.16,12.29,0.5,4.18,2.59,34.01,63.66,137.25,2024-11-25 23:00:00,5.05
69.35,102.28,1.96,2.3,12.59,0.53,4.26,0.39,34.0,63.66,49.35,2024-11-25 23:15:00,5.38
71.21,103.57,2.09,2.54,12.5,0.52,4.63,0.13,34.0,63.66,62.18,2024-11-25 23:30:00,5.57
71.41,104.9,2.27,2.45,12.83,0.52,4.72,0.26,34.13,63.7,112.15,2024-11-25 23:45:00,4.99
71.72,106.3,2.32,2.91,12.54,0.56,5.22,0.2,34.26,63.77,117.73,2024-11-26 00:00:00,4.61
70.94,106.2,2.52,2.74,12.9,0.56,5.25,0.32,34.33,63.81,117.3,2024-11-26 00:15:00,4.47
68.53,104.05,2.6,2.8,12.72,0.57,5.4,0.02,34.25,63.75,105.23,2024-11-26 00:30:00,4.92
67.4,98.76,2.58,2.91,12.89,0.57,5.49,0.04,34.15,63.71,87.88,2024-11-26 00:45:00,5.54
66.86,95.97,2.54,3.14,12.77,0.57,5.68,0.07,34.1,63.71,100.54,2024-11-26 01:00:00,6.14
68.68,97.76,2.61,3.38,12.65,0.56,5.98,0.04,34.07,63.7,94.63,2024-11-26 01:15:00,6.6
69.72,99.88,2.58,3.5,12.57,0.55,6.08,0.11,34.04,63.69,81.07,2024-11-26 01:30:00,6.96
69.66,103.77,2.68,3.36,12.6,0.54,6.04,0.3,34.02,63.67,113.27,2024-11-26 01:45:00,7.16
68.98,108.55,2.58,3.41,12.88,0.51,5.99,0.73,34.0,63.66,109.93,2024-11-26 02:00:00,7.27
66.93,112.68,2.69,3.47,12.53,0.51,6.16,0.03,33.99,63.66,91.26,2024-11-26 02:15:00,7.27
65.79,113.91,2.63,3.71,12.66,0.5,6.33,0.18,33.98,63.65,104.65,2024-11-26 02:30:00,7.36
66.01,115.35,2.66,3.57,12.62,0.5,6.23,0.12,33.98,63.65,85.62,2024-11-26 02:45:00,7.37
65.03,115.05,2.69,3.67,12.69,0.49,6.36,1.09,33.98,63.65,101.46,2024-11-26 03:00:00,7.32
64.37,113.44,2.61,3.54,12.62,0.5,6.16,0.89,33.98,63.64,110.9,2024-11-26 03:15:00,7.36
64.28,111.89,2.73,3.53,12.57,0.49,6.26,1.66,34.03,63.64,132.54,2024-11-26 03:30:00,6.83
63.53,110.9,2.89,3.5,12.72,0.48,6.39,3.67,34.14,63.69,92.82,2024-11-26 03:45:00,6.28
62.92,108.31,2.9,3.71,12.8,0.5,6.6,0.25,34.22,63.73,85.42,2024-11-26 04:00:00,6.17
62.42,104.84,2.99,3.69,12.74,0.52,6.68,0.78,34.23,63.73,111.43,2024-11-26 04:15:00,6.08
61.73,101.67,2.91,3.68,12.71,0.56,6.59,1.85,34.16,63.73,106.54,2024-11-26 04:30:00,6.32
61.03,100.92,2.91,3.62,12.64,0.5,6.54,2.87,34.12,63.72,105.55,2024-11-26 04:45:00,6.44
60.74,98.98,2.83,3.73,12.64,0.5,6.56,1.41,34.09,63.72,116.01,2024-11-26 05:00:00,6.68
60.72,96.32,2.87,3.58,12.63,0.5,6.45,0.07,34.07,63.71,104.43,2024-11-26 05:15:00,7.04
60.31,94.93,2.83,3.69,12.6,0.49,6.52,0.69,34.05,63.7,56.53,2024-11-26 05:30:00,7.32
60.09,93.27,2.84,3.84,12.54,0.48,6.68,0.59,34.03,63.69,70.39,2024-11-26 05:45:00,7.37
61.0,90.69,2.86,3.66,12.49,0.48,6.52,1.25,34.04,63.69,128.94,2024-11-26 06:00:00,7.43
61.74,89.69,2.75,3.87,12.97,0.47,6.61,1.48,34.01,63.67,109.87,2024-11-26 06:15:00,7.36
63.61,89.22,2.76,3.76,12.9,0.56,6.52,0.12,34.02,63.68,93.09,2024-11-26 06:30:00,7.48
65.56,90.06,2.87,3.78,12.85,0.57,6.65,0.05,34.0,63.67,89.42,2024-11-26 06:45:00,7.71
66.24,91.02,2.99,3.95,12.95,0.53,6.93,1.11,33.98,63.67,48.72,2024-11-26 07:00:00,7.83
66.7,91.53,2.91,4.04,12.63,0.53,6.96,0.6,33.96,63.68,63.39,2024-11-26 07:15:00,7.92
67.29,93.38,2.9,3.94,12.92,0.53,6.84,1.86,33.92,63.67,69.12,2024-11-26 07:30:00,8.01
67.01,96.14,2.93,4.26,12.58,0.52,7.19,3.45,33.89,63.67,60.97,2024-11-26 07:45:00,8.01
67.03,97.5,2.86,4.09,12.56,0.53,6.95,3.71,33.86,63.68,64.28,2024-11-26 08:00:00,7.98
67.36,98.56,2.92,4.13,12.86,0.55,7.05,2.25,33.81,63.68,66.35,2024-11-26 08:15:00,7.9
67.71,99.55,3.0,4.07,12.9,0.55,7.07,3.47,33.74,63.66,110.3,2024-11-26 08:30:00,7.97
68.23,101.44,2.89,4.04,12.53,0.55,6.93,3.63,33.68,63.67,106.99,2024-11-26 08:45:00,7.85
67.46,104.75,2.95,4.08,12.5,0.55,7.03,4.7,33.59,63.66,100.64,2024-11-26 09:00:00,7.96
67.11,107.66,2.94,3.94,12.64,0.52,6.89,9.79,33.5,63.65,91.6,2024-11-26 09:15:00,8.13
66.02,110.25,3.05,4.15,12.72,0.53,7.2,11.28,33.62,63.72,107.37,2024-11-26 09:30:00,7.58
64.15,110.78,2.14,8.49,12.73,0.47,10.63,18.72,34.12,64.03,118.18,2024-11-26 09:45:00,12.07
61.55,108.54,1.76,8.19,12.47,0.42,9.95,21.39,34.25,64.08,112.99,2024-11-26 10:00:00,10.99
59.22,106.74,1.55,5.52,12.58,0.4,7.07,21.09,34.35,64.12,121.04,2024-11-26 10:15:00,7.83
57.88,106.88,1.69,3.92,12.38,0.41,5.6,21.73,34.37,64.13,114.37,2024-11-26 10:30:00,5.63
56.61,108.46,1.6,3.19,12.64,0.39,4.79,23.4,34.3,64.13,125.57,2024-11-26 10:45:00,4.74
54.77,109.32,1.49,2.76,12.48,0.42,4.24,25.58,34.3,64.12,125.26,2024-11-26 11:00:00,4.67
53.23,110.19,1.43,2.62,12.26,0.38,4.05,26.39,34.31,64.12,113.99,2024-11-26 11:15:00,4.12
52.32,111.22,1.57,2.27,12.27,0.38,3.85,26.79,34.32,64.14,123.86,2024-11-26 11:30:00,3.53
50.83,110.66,1.61,2.38,12.29,0.37,3.99,26.11,34.4,64.15,119.43,2024-11-26 11:45:00,3.65
49.42,108.47,1.28,4.55,12.3,0.36,5.83,29.97,34.32,64.07,132.25,2024-11-26 12:00:00,8.08
48.74,108.1,1.43,6.82,12.79,0.33,8.25,26.39,34.32,64.07,141.52,2024-11-26 12:15:00,9.86
49.63,106.29,1.52,7.2,12.5,0.34,8.71,28.0,34.36,64.1,141.6,2024-11-26 12:30:00,9.76
50.05,103.65,1.51,5.88,12.42,0.34,7.39,26.06,34.68,64.14,135.61,2024-11-26 12:45:00,7.85
50.65,101.52,1.52,4.1,12.58,0.36,5.63,23.91,34.7,64.13,133.89,2024-11-26 13:00:00,6.22
51.17,98.98,1.5,3.57,12.28,0.37,5.07,17.99,34.64,64.09,140.12,2024-11-26 13:15:00,4.88
50.54,97.96,1.65,3.32,12.72,0.37,4.96,18.35,34.35,64.0,140.33,2024-11-26 13:30:00,4.74
50.29,97.64,1.77,3.1,12.86,0.38,4.87,15.1,34.6,64.15,144.05,2024-11-26 13:45:00,4.2
50.99,99.52,1.75,3.35,12.46,0.37,5.1,16.48,34.76,64.18,152.52,2024-11-26 14:00:00,4.14
51.62,100.82,1.74,3.16,12.29,0.39,4.9,17.76,34.76,64.17,165.58,2024-11-26 14:15:00,4.13
51.39,101.51,1.67,2.77,12.35,0.39,4.45,18.61,34.7,64.12,164.37,2024-11-26 14:30:00,5.0
52.96,102.69,1.32,2.9,12.65,0.43,4.22,17.94,34.52,64.0,161.91,2024-11-26 14:45:00,7.3
57.92,106.16,1.02,2.65,12.31,0.47,3.66,18.01,34.38,63.94,174.88,2024-11-26 15:00:00,8.73
63.09,110.83,1.0,3.16,12.4,0.45,4.16,15.82,34.3,63.89,177.86,2024-11-26 15:15:00,10.18
68.73,114.02,0.88,4.69,12.24,0.44,5.57,11.62,34.22,63.87,177.18,2024-11-26 15:30:00,12.29
73.49,116.19,1.26,4.11,12.34,0.44,5.37,13.92,34.19,63.83,180.05,2024-11-26 15:45:00,12.04
78.11,122.12,1.11,3.4,12.71,0.4,4.51,17.65,34.4,63.86,179.76,2024-11-26 16:00:00,8.79
81.56,129.11,1.12,2.92,12.41,0.4,4.04,16.23,34.52,63.88,180.27,2024-11-26 16:15:00,6.73
81.76,133.43,1.3,2.66,12.53,0.42,3.96,12.97,34.64,63.94,177.64,2024-11-26 16:30:00,5.87
79.0,134.33,1.39,2.82,12.64,0.44,4.21,12.14,34.68,63.95,180.55,2024-11-26 16:45:00,5.53
74.67,131.99,1.54,3.17,12.82,0.46,4.7,15.1,34.69,63.96,174.25,2024-11-26 17:00:00,5.79
70.57,131.9,1.35,5.28,12.89,0.5,6.63,19.39,34.75,63.99,180.19,2024-11-26 17:15:00,9.1
68.61,132.81,1.39,6.0,12.83,0.55,7.39,11.72,34.68,63.94,176.93,2024-11-26 17:30:00,9.73
66.58,134.83,1.42,4.85,13.27,0.55,6.26,7.15,34.15,63.66,172.39,2024-11-26 17:45:00,7.62
64.4,136.87,1.61,4.08,12.71,0.57,5.69,8.71,34.12,63.67,169.67,2024-11-26 18:00:00,5.99
64.56,136.3,1.85,3.31,12.78,0.6,5.17,5.18,34.24,63.74,168.87,2024-11-26 18:15:00,5.16
67.33,139.56,1.97,2.88,12.95,0.61,4.85,5.01,34.2,63.71,169.39,2024-11-26 18:30:00,5.09
71.5,142.67,2.01,2.73,13.11,0.6,4.74,4.63,34.14,63.72,161.86,2024-11-26 18:45:00,5.2
74.96,141.94,2.07,2.4,13.15,0.57,4.48,6.01,34.13,63.73,162.83,2024-11-26 19:00:00,5.38
76.58,137.43,1.89,2.73,12.73,0.57,4.62,6.63,34.11,63.72,155.23,2024-11-26 19:15:00,5.73
77.48,132.55,2.01,2.41,12.89,0.57,4.42,7.09,34.09,63.71,144.14,2024-11-26 19:30:00,5.78
77.9,125.51,2.03,2.57,12.78,0.6,4.59,9.62,34.07,63.7,150.57,2024-11-26 19:45:00,5.92
78.2,120.45,1.97,2.53,12.59,0.6,4.5,7.45,34.06,63.7,146.97,2024-11-26 20:00:00,5.98
77.77,115.05,1.96,2.75,12.64,0.6,4.7,7.04,34.05,63.69,152.33,2024-11-26 20:15:00,6.12
74.59,111.52,2.11,2.52,13.01,0.56,4.63,10.13,34.03,63.67,146.67,2024-11-26 20:30:00,6.05
66.85,108.43,2.1,2.49,12.79,0.56,4.59,11.4,34.02,63.67,157.09,2024-11-26 20:45:00,6.12
60.87,104.6,2.1,2.45,12.69,0.56,4.55,11.19,34.02,63.67,153.53,2024-11-26 21:00:00,5.95
59.21,101.03,2.02,2.6,12.62,0.56,4.62,12.31,34.02,63.67,153.04,2024-11-26 21:15:00,5.87
57.85,97.8,2.02,2.5,12.6,0.57,4.52,10.09,34.02,63.67,156.39,2024-11-26 21:30:00,5.71
56.61,95.21,2.01,2.38,12.55,0.6,4.39,7.0,34.02,63.67,154.01,2024-11-26 21:45:00,5.73
56.66,93.78,2.06,2.47,12.56,0.6,4.54,7.49,34.0,63.66,158.67,2024-11-26 22:00:00,5.66
56.83,91.98,2.06,2.26,12.61,0.58,4.32,9.47,34.0,63.66,149.99,2024-11-26 22:15:00,5.63
56.55,89.63,2.03,2.28,12.72,0.57,4.31,9.42,34.0,63.66,150.55,2024-11-26 22:30:00,5.59
57.89,87.8,2.04,2.32,12.99,0.57,4.36,9.25,34.01,63.67,132.85,2024-11-26 22:45:00,5.52
59.11,85.2,2.06,2.42,12.75,0.56,4.48,8.75,34.0,63.66,134.63,2024-11-26 23:00:00,5.48
58.13,83.3,2.02,2.28,12.49,0.59,4.3,10.63,34.0,63.66,127.07,2024-11-26 23:15:00,5.39
57.28,82.16,2.02,2.44,12.77,0.57,4.46,8.24,34.0,63.65,136.07,2024-11-26 23:30:00,5.37
54.3,80.23,2.02,2.57,12.81,0.54,4.6,9.02,33.99,63.64,147.37,2024-11-26 23:45:00,5.3
51.43,76.88,2.11,2.27,12.6,0.53,4.37,11.04,33.99,63.65,152.82,2024-11-27 00:00:00,5.27
49.57,74.17,2.16,2.11,12.72,0.53,4.27,8.98,33.99,63.65,131.21,2024-11-27 00:15:00,5.19
48.38,71.78,2.15,2.09,12.73,0.53,4.24,1.64,33.99,63.65,101.99,2024-11-27 00:30:00,5.26
47.74,70.99,2.2,2.07,12.6,0.52,4.27,3.17,34.0,63.65,137.67,2024-11-27 00:45:00,5.34
46.98,68.85,2.17,2.27,12.89,0.52,4.44,3.32,33.99,63.65,124.91,2024-11-27 01:00:00,5.28
45.36,67.21,2.15,2.44,12.53,0.53,4.59,0.96,33.99,63.66,64.58,2024-11-27 01:15:00,5.3
44.58,67.05,2.22,2.36,12.59,0.51,4.58,1.45,34.0,63.67,59.55,2024-11-27 01:30:00,5.45
44.4,66.51,2.31,2.3,12.87,0.49,4.61,3.74,34.0,63.66,68.19,2024-11-27 01:45:00,5.44
43.64,64.52,2.21,2.63,12.96,0.46,4.84,3.59,34.0,63.66,82.75,2024-11-27 02:00:00,5.44
41.16,63.06,2.18,2.42,12.83,0.45,4.6,8.39,33.99,63.66,109.0,2024-11-27 02:15:00,5.39
39.41,62.84,2.25,2.41,12.59,0.45,4.66,8.14,34.01,63.67,92.62,2024-11-27 02:30:00,5.45
39.45,62.59,2.22,2.44,12.9,0.47,4.65,7.67,33.99,63.66,116.45,2024-11-27 02:45:00,5.15
39.85,61.86,2.24,2.24,12.81,0.46,4.47,7.45,34.0,63.65,103.56,2024-11-27 03:00:00,5.29
39.85,60.59,2.27,2.17,12.53,0.45,4.44,5.52,34.0,63.66,85.61,2024-11-27 03:15:00,5.21
39.65,58.72,2.31,2.16,12.69,0.46,4.47,6.5,34.0,63.66,69.85,2024-11-27 03:30:00,5.12
38.7,56.94,2.26,2.13,12.68,0.45,4.39,5.89,34.0,63.67,58.91,2024-11-27 03:45:00,5.16
37.29,54.58,2.27,2.13,12.5,0.46,4.41,4.86,34.0,63.67,85.61,2024-11-27 04:00:00,5.16
35.26,50.27,2.26,2.17,12.66,0.46,4.43,4.4,34.0,63.66,96.41,2024-11-27 04:15:00,5.03
32.49,46.22,2.19,2.32,12.64,0.46,4.51,2.39,34.0,63.66,107.88,2024-11-27 04:30:00,4.99
30.87,41.42,2.28,2.26,12.73,0.45,4.54,3.73,34.01,63.67,80.46,2024-11-27 04:45:00,5.02
29.13,37.79,2.19,2.26,12.52,0.45,4.45,5.37,34.01,63.66,160.47,2024-11-27 05:00:00,5.04
27.47,35.25,2.26,2.37,12.42,0.45,4.63,4.36,34.01,63.66,153.21,2024-11-27 05:15:00,4.88
29.07,34.62,2.31,2.2,12.81,0.45,4.5,5.5,34.01,63.66,164.72,2024-11-27 05:30:00,4.93
30.95,33.74,2.24,2.15,12.86,0.45,4.39,2.92,34.0,63.66,128.84,2024-11-27 05:45:00,4.94
,,2.27,2.13,12.92,0.46,4.39,1.36,34.01,63.66,158.94,2024-11-27 06:00:00,4.89
,,2.2,2.14,12.52,0.46,4.35,1.92,34.01,63.66,177.74,2024-11-27 06:15:00,5.0
,,2.29,2.17,12.5,0.46,4.46,0.71,34.02,63.67,178.13,2024-11-27 06:30:00,4.87
24.79,,2.23,2.26,12.4,0.46,4.5,1.89,34.02,63.66,176.53,2024-11-27 06:45:00,4.89
24.69,,2.22,2.15,12.99,0.46,4.37,2.01,34.01,63.66,171.24,2024-11-27 07:00:00,4.92
25.98,,2.28,2.05,12.76,0.49,4.32,0.95,34.0,63.65,152.65,2024-11-27 07:15:00,4.83
25.8,,2.28,2.25,12.73,0.54,4.53,0.65,34.0,63.68,110.82,2024-11-27 07:30:00,4.87
25.56,,2.21,2.45,12.41,0.56,4.67,0.5,34.0,63.69,64.12,2024-11-27 07:45:00,5.08
26.75,,2.41,2.33,12.57,0.53,4.74,0.73,33.95,63.69,81.27,2024-11-27 08:00:00,5.1
28.55,,2.3,2.64,12.5,0.51,4.94,1.28,33.87,63.68,119.2,2024-11-27 08:15:00,5.2
29.93,,2.39,2.44,12.49,0.51,4.83,3.62,33.82,63.69,116.17,2024-11-27 08:30:00,5.2
31.67,,2.37,2.69,12.5,0.55,5.07,7.54,33.88,63.69,121.8,2024-11-27 08:45:00,5.2
32.61,,2.47,2.41,12.81,0.57,4.88,7.03,33.87,63.69,126.24,2024-11-27 09:00:00,5.29
33.31,,2.4,2.68,12.54,0.55,5.09,9.83,33.85,63.71,117.33,2024-11-27 09:15:00,5.53
33.79,,2.39,5.71,12.76,0.56,8.1,12.34,33.98,63.84,125.74,2024-11-27 09:30:00,9.34
34.35,,1.92,8.48,12.66,0.54,10.41,15.93,34.23,63.97,117.92,2024-11-27 09:45:00,12.89
33.91,,1.49,6.15,12.88,0.5,7.64,16.16,34.25,63.93,114.06,2024-11-27 10:00:00,9.79
34.46,,1.21,4.49,12.8,0.52,5.69,10.89,34.35,63.97,125.48,2024-11-27 10:15:00,7.63
35.01,,1.04,3.55,12.35,0.48,4.59,12.8,34.27,63.95,133.33,2024-11-27 10:30:00,6.51
